word	rank	source_rank	zipf	score
гейман	148348	155309	2.37	0.195714
генералъ	148349	155310	2.37	0.195714
георгиевск	148350	155311	2.37	0.195714
гербарии	148351	155312	2.37	0.195714
гермафродит	148352	155313	2.37	0.195714
гетеросексуалов	148353	155314	2.37	0.195714
гидеона	148354	155315	2.37	0.195714
гидроизоляция	148355	155316	2.37	0.195714
гидру	148356	155317	2.37	0.195714
гика	148357	155318	2.37	0.195714
гимназией	148358	155319	2.37	0.195714
гипотетическое	148359	155320	2.37	0.195714
глазкова	148360	155321	2.37	0.195714
глинке	148361	155322	2.37	0.195714
гнетет	148362	155323	2.37	0.195714
гнойные	148363	155324	2.37	0.195714
говоривший	148364	155325	2.37	0.195714
говоривших	148365	155326	2.37	0.195714
годны	148366	155327	2.37	0.195714
гознака	148367	155328	2.37	0.195714
голдинг	148368	155329	2.37	0.195714
головачев	148369	155330	2.37	0.195714
голодное	148370	155331	2.37	0.195714
голосова	148371	155332	2.37	0.195714
голосуете	148372	155333	2.37	0.195714
гончарову	148373	155334	2.37	0.195714
горев	148374	155335	2.37	0.195714
горек	148375	155336	2.37	0.195714
горница	148376	155337	2.37	0.195714
горностая	148377	155338	2.37	0.195714
гороховая	148378	155339	2.37	0.195714
горсткой	148379	155340	2.37	0.195714
господдержку	148380	155341	2.37	0.195714
гостинной	148381	155342	2.37	0.195714
госучреждения	148382	155343	2.37	0.195714
готических	148383	155344	2.37	0.195714
готти	148384	155345	2.37	0.195714
гравюрами	148385	155346	2.37	0.195714
градообразующим	148386	155347	2.37	0.195714
гребному	148387	155348	2.37	0.195714
гринь	148388	155349	2.37	0.195714
грузовому	148389	155350	2.37	0.195714
губернскую	148390	155351	2.37	0.195714
гуджарат	148391	155352	2.37	0.195714
гудмана	148392	155353	2.37	0.195714
гуманистическая	148393	155354	2.37	0.195714
гуманистического	148394	155355	2.37	0.195714
гуриев	148395	155356	2.37	0.195714
гусеничной	148396	155357	2.37	0.195714
гусиным	148397	155358	2.37	0.195714
гусмана	148398	155359	2.37	0.195714
гфс	148399	155360	2.37	0.195714
давыд	148400	155362	2.37	0.195714
дагу	148401	155363	2.37	0.195714
дайна	148402	155364	2.37	0.195714
дамма	148403	155365	2.37	0.195714
даниловна	148404	155366	2.37	0.195714
данков	148405	155367	2.37	0.195714
дарованием	148406	155368	2.37	0.195714
дачным	148407	155369	2.37	0.195714
дворцовым	148408	155370	2.37	0.195714
двукратном	148409	155371	2.37	0.195714
двухместных	148410	155372	2.37	0.195714
двухэтажной	148411	155373	2.37	0.195714
девках	148412	155374	2.37	0.195714
девственная	148413	155375	2.37	0.195714
дезертирами	148414	155376	2.37	0.195714
декоративном	148415	155377	2.37	0.195714
дембель	148416	155378	2.37	0.195714
демидович	148417	155379	2.37	0.195714
демонтирована	148418	155380	2.37	0.195714
дензел	148419	155381	2.37	0.195714
дента	148420	155382	2.37	0.195714
деньгу	148421	155383	2.37	0.195714
депеш	148422	155384	2.37	0.195714
депортацией	148423	155385	2.37	0.195714
депутатах	148424	155386	2.37	0.195714
дерись	148425	155387	2.37	0.195714
дерябин	148426	155388	2.37	0.195714
десницы	148427	155389	2.37	0.195714
деструктивной	148428	155390	2.37	0.195714
детдомов	148429	155391	2.37	0.195714
дефекации	148430	155393	2.37	0.195714
деформацией	148431	155394	2.37	0.195714
джайлз	148432	155395	2.37	0.195714
джебом	148433	155396	2.37	0.195714
джер	148434	155397	2.37	0.195714
джею	148435	155398	2.37	0.195714
джэк	148436	155399	2.37	0.195714
дзю	148437	155400	2.37	0.195714
диалектами	148438	155401	2.37	0.195714
диализ	148439	155402	2.37	0.195714
дизайнерское	148440	155403	2.37	0.195714
дикобраза	148441	155404	2.37	0.195714
дилма	148442	155405	2.37	0.195714
директория	148443	155406	2.37	0.195714
дисковой	148444	155407	2.37	0.195714
дисконтирования	148445	155408	2.37	0.195714
диспозиция	148446	155409	2.37	0.195714
диспуты	148447	155410	2.37	0.195714
диссидентом	148448	155411	2.37	0.195714
дифференцирования	148449	155412	2.37	0.195714
днд	148450	155413	2.37	0.195714
днепровских	148451	155414	2.37	0.195714
днестровского	148452	155415	2.37	0.195714
добавленные	148453	155416	2.37	0.195714
добросовестной	148454	155417	2.37	0.195714
доброхотова	148455	155418	2.37	0.195714
добываем	148456	155419	2.37	0.195714
догматики	148457	155420	2.37	0.195714
доделывать	148458	155421	2.37	0.195714
дождевыми	148459	155422	2.37	0.195714
доживут	148460	155423	2.37	0.195714
дозволялось	148461	155424	2.37	0.195714
дознавателя	148462	155425	2.37	0.195714
доигровщик	148463	155426	2.37	0.195714
доказываю	148464	155427	2.37	0.195714
докладам	148465	155428	2.37	0.195714
докладывай	148466	155429	2.37	0.195714
долгополова	148467	155430	2.37	0.195714
донорская	148468	155431	2.37	0.195714
дополн	148469	155432	2.37	0.195714
допускаемых	148470	155433	2.37	0.195714
допустило	148471	155434	2.37	0.195714
доун	148472	155435	2.37	0.195714
доча	148473	155436	2.37	0.195714
драй	148474	155437	2.37	0.195714
драйзера	148475	155438	2.37	0.195714
драл	148476	155439	2.37	0.195714
древнеримский	148477	155440	2.37	0.195714
дружелюбными	148478	155441	2.37	0.195714
дружком	148479	155442	2.37	0.195714
дуализма	148480	155443	2.37	0.195714
дублирующие	148481	155444	2.37	0.195714
дуется	148482	155445	2.37	0.195714
думах	148483	155446	2.37	0.195714
дурачков	148484	155447	2.37	0.195714
духоты	148485	155448	2.37	0.195714
душераздирающие	148486	155449	2.37	0.195714
дыханьем	148487	155450	2.37	0.195714
дью	148488	155451	2.37	0.195714
дэк	148489	155452	2.37	0.195714
дюмон	148490	155453	2.37	0.195714
дядечка	148491	155454	2.37	0.195714
дядьку	148492	155455	2.37	0.195714
ебись	148493	155457	2.37	0.195714
евангелисты	148494	155458	2.37	0.195714
единомышленником	148495	155459	2.37	0.195714
единств	148496	155460	2.37	0.195714
еленовка	148497	155461	2.37	0.195714
емельянович	148498	155462	2.37	0.195714
ени	148499	155463	2.37	0.195714
еноха	148500	155464	2.37	0.195714
епископата	148501	155465	2.37	0.195714
еретиком	148502	155466	2.37	0.195714
ермолин	148503	155467	2.37	0.195714
естественнонаучного	148504	155468	2.37	0.195714
ефрона	148505	155469	2.37	0.195714
еш	148506	155470	2.37	0.195714
жанетт	148507	155471	2.37	0.195714
ждущие	148508	155472	2.37	0.195714
желало	148509	155473	2.37	0.195714
желтков	148510	155474	2.37	0.195714
женатыми	148511	155475	2.37	0.195714
жестянка	148512	155476	2.37	0.195714
жившему	148513	155477	2.37	0.195714
жизнеобеспечение	148514	155478	2.37	0.195714
жнецов	148515	155479	2.37	0.195714
жореса	148516	155480	2.37	0.195714
жужа	148517	155481	2.37	0.195714
жуликом	148518	155482	2.37	0.195714
журнальчик	148519	155483	2.37	0.195714
забастовочного	148520	155484	2.37	0.195714
заботливых	148521	155485	2.37	0.195714
заброшенными	148522	155486	2.37	0.195714
заварушка	148523	155487	2.37	0.195714
заведующую	148524	155488	2.37	0.195714
заводчики	148525	155489	2.37	0.195714
завучем	148526	155490	2.37	0.195714
завязана	148527	155491	2.37	0.195714
загибается	148528	155492	2.37	0.195714
заглавный	148529	155493	2.37	0.195714
заглушили	148530	155494	2.37	0.195714
загоскин	148531	155495	2.37	0.195714
заградительные	148532	155496	2.37	0.195714
загруженной	148533	155497	2.37	0.195714
загул	148534	155498	2.37	0.195714
задалось	148535	155499	2.37	0.195714
задержанной	148536	155500	2.37	0.195714
задорные	148537	155501	2.37	0.195714
зажимают	148538	155502	2.37	0.195714
заказного	148539	155503	2.37	0.195714
закладные	148540	155504	2.37	0.195714
заключившие	148541	155505	2.37	0.195714
закревский	148542	155506	2.37	0.195714
закрутилась	148543	155507	2.37	0.195714
закупаем	148544	155508	2.37	0.195714
заложат	148545	155509	2.37	0.195714
заманчивым	148546	155510	2.37	0.195714
замерзшая	148547	155511	2.37	0.195714
заморочек	148548	155512	2.37	0.195714
заморского	148549	155513	2.37	0.195714
замоскворецкого	148550	155514	2.37	0.195714
заму	148551	155515	2.37	0.195714
замужнюю	148552	155516	2.37	0.195714
занавесками	148553	155517	2.37	0.195714
заниженная	148554	155518	2.37	0.195714
занимательное	148555	155519	2.37	0.195714
занозой	148556	155520	2.37	0.195714
запачкать	148557	155521	2.37	0.195714
запеканки	148558	155522	2.37	0.195714
запечатал	148559	155523	2.37	0.195714
запишись	148560	155524	2.37	0.195714
запланированным	148561	155525	2.37	0.195714
заполнялись	148562	155526	2.37	0.195714
запомниться	148563	155527	2.37	0.195714
зараженным	148564	155528	2.37	0.195714
заразой	148565	155529	2.37	0.195714
заревел	148566	155530	2.37	0.195714
заречном	148567	155531	2.37	0.195714
зарождаются	148568	155532	2.37	0.195714
заслужит	148569	155533	2.37	0.195714
застенчиво	148570	155534	2.37	0.195714
застольные	148571	155535	2.37	0.195714
застынет	148572	155536	2.37	0.195714
засудили	148573	155537	2.37	0.195714
засядько	148574	155538	2.37	0.195714
затрагивала	148575	155539	2.37	0.195714
захару	148576	155540	2.37	0.195714
захватывающими	148577	155541	2.37	0.195714
зацвели	148578	155542	2.37	0.195714
зацепок	148579	155543	2.37	0.195714
защитницей	148580	155544	2.37	0.195714
звенигородского	148581	155545	2.37	0.195714
звериной	148582	155546	2.37	0.195714
зверобоя	148583	155547	2.37	0.195714
звонким	148584	155548	2.37	0.195714
зда	148585	155550	2.37	0.195714
здравниц	148586	155551	2.37	0.195714
зеков	148587	155552	2.37	0.195714
земсков	148588	155553	2.37	0.195714
зерноуборочных	148589	155554	2.37	0.195714
златой	148590	155555	2.37	0.195714
злоупотреблениям	148591	155556	2.37	0.195714
змеям	148592	155557	2.37	0.195714
змий	148593	155558	2.37	0.195714
знобит	148594	155559	2.37	0.195714
зоар	148595	155560	2.37	0.195714
зорькин	148596	155561	2.37	0.195714
зримый	148597	155562	2.37	0.195714
зубья	148598	155563	2.37	0.195714
зюлте	148599	155564	2.37	0.195714
ивашкевич	148600	155565	2.37	0.195714
игоревича	148601	155566	2.37	0.195714
идиотскими	148602	155567	2.37	0.195714
идолу	148603	155568	2.37	0.195714
избалован	148604	155569	2.37	0.195714
избиению	148605	155570	2.37	0.195714
извинюсь	148606	155571	2.37	0.195714
извозчика	148607	155572	2.37	0.195714
изменах	148608	155573	2.37	0.195714
измененном	148609	155574	2.37	0.195714
изменяем	148610	155575	2.37	0.195714
изменяющий	148611	155576	2.37	0.195714
измерены	148612	155577	2.37	0.195714
измеряя	148613	155578	2.37	0.195714
измученной	148614	155579	2.37	0.195714
изобличить	148615	155580	2.37	0.195714
изображенные	148616	155581	2.37	0.195714
изогнут	148617	155582	2.37	0.195714
изощренный	148618	155583	2.37	0.195714
израэль	148619	155584	2.37	0.195714
изумрудами	148620	155585	2.37	0.195714
илимска	148621	155586	2.37	0.195714
илимского	148622	155587	2.37	0.195714
иллюзиях	148623	155588	2.37	0.195714
именовалось	148624	155589	2.37	0.195714
иммиграционная	148625	155590	2.37	0.195714
